1.1775,0.89227,0.32942,0.90305,0.84087,0.65993,0.53404,0.88876,1.8064,0.79155,0.30175,0.85038,1
0.45915,0.71459,0.44653,0.91726,1.1198,0.71467,0.41803,0.85538,1.9487,0.7064,0.39557,0.83862,1
0.51912,0.67538,0.52227,0.92196,2.4262,0.56367,0.40969,0.84322,2.9532,0.59439,0.38711,0.83213,2
0.42895,0.7109,0.35725,0.91873,3.0701,0.66291,0.31216,0.78739,1.2367,0.77847,0.32423,0.82001,1
0.62601,0.97314,0.4739,0.98208,0.0106,0.67145,0.97555,0.99624,0.53646,0.95675,0.36188,0.89885,1
0.80584,0.73146,0.52647,0.93139,0.34015,0.65678,0.56075,0.92303,1.8942,0.72304,0.48546,0.87403,2
0.1954,0.5039,0.48576,0.91056,3.4063,0.47594,0.35761,0.79781,2.8479,0.54095,0.34859,0.80163,2
0.24225,0.98005,0.41191,0.96484,0.12039,0.7644,0.44487,0.94628,1.2652,0.88183,0.28934,0.88091,1
0.23122,0.87579,0.83011,0.97756,0.52177,0.59076,0.6724,0.93318,1.846,0.8234,0.43429,0.8922,2
0.47374,0.48749,0.39843,0.8852,3.7817,0.44054,0.37903,0.79857,2.153,0.61298,0.36354,0.80978,1
0.10643,0.62224,0.63581,0.94873,1.0198,0.63974,0.49686,0.88938,3.1898,0.69839,0.47366,0.85967,2
0.24369,0.57654,0.45688,0.91048,2.5726,0.58099,0.41728,0.8177,1.901,0.60576,0.41967,0.83373,2
1.4654,0.79618,0.37355,0.88449,2.6439,0.56831,0.50834,0.85751,2.2006,0.6843,0.36452,0.83976,1
0.53571,0.52367,0.39882,0.87583,3.0055,0.44035,0.39244,0.80643,3.0312,0.56238,0.36778,0.79652,1
1.4083,0.87196,0.35174,0.90159,1.3102,0.53186,0.59918,0.88397,2.0525,0.76017,0.35198,0.84557,1
0.95164,0.69399,0.67484,0.9492,2.9975,0.52035,0.4619,0.84154,2.3894,0.60797,0.46002,0.84447,2
0.34635,0.5868,0.44775,0.90348,1.7147,0.51274,0.39127,0.8423,2.1975,0.63335,0.36999,0.82118,2
0.88392,0.79539,0.52771,0.91131,2.2649,0.47373,0.41466,0.8225,2.1357,0.56074,0.4043,0.82016,2
0.81538,0.56809,0.49012,0.89236,1.4538,0.53207,0.48972,0.86574,2.8536,0.56934,0.45679,0.83441,2
0.2879,0.79221,0.46941,0.93887,0.69763,0.59769,0.45307,0.88796,2.5626,0.76551,0.3871,0.8347,1
0.86422,0.88369,0.40628,0.92017,1.1447,0.56557,0.50264,0.87537,3.7244,0.65607,0.32032,0.80745,2
2.1401,0.63018,0.21763,0.84797,2.592,0.52696,0.13097,0.74913,3.461,0.61514,0.13038,0.70646,1
0.28358,0.53298,0.44374,0.90344,2.3702,0.50781,0.32905,0.8183,3.0438,0.60411,0.31365,0.78784,2
0.27264,0.82263,0.49858,0.94903,0.83646,0.67046,0.46348,0.8879,1.4748,0.80717,0.442,0.86019,1
5.5696,0.50189,0.25747,0.7818,2.4034,0.40746,0.45411,0.82678,4.3868,0.42944,0.22505,0.70867,1
0.12684,0.54949,0.62277,0.93882,3.8413,0.49299,0.35003,0.80737,3.0016,0.71166,0.21672,0.79067,2
0.23407,0.65766,0.51741,0.92987,1.0333,0.7074,0.36876,0.87423,1.6718,0.74058,0.33902,0.8524,2
0.93915,0.688,0.49265,0.89789,2.2752,0.53405,0.51428,0.84741,2.1654,0.80819,0.29177,0.84351,2
0.78252,0.56594,0.55656,0.91959,0.80077,0.52616,0.54365,0.89872,2.6037,0.64061,0.52923,0.85811,1
1.631,0.79851,0.56548,0.9373,0.78238,0.63275,0.42453,0.87959,3.3814,0.75254,0.30013,0.81635,2
0.69488,0.55486,0.40346,0.87418,1.6133,0.51351,0.37873,0.82955,2.5849,0.5699,0.35768,0.81027,1
0.98281,0.43548,0.3333,0.82773,3.6955,0.3316,0.29233,0.75631,3.0367,0.51274,0.28161,0.74318,1
0.46293,0.64514,0.45722,0.90486,1.9966,0.56378,0.45656,0.84879,3.0985,0.64657,0.44093,0.83065,1
0.089691,0.82613,0.73686,0.97068,0.136,0.83185,0.57263,0.95833,0.86489,0.85671,0.54241,0.93658,2
0.62062,0.63696,0.75408,0.96304,0.34651,0.6247,0.6871,0.93611,2.3399,0.66281,0.65868,0.90333,2
1.1745,0.89102,0.35705,0.91503,0.72598,0.58458,0.57488,0.89977,2.7571,0.72596,0.32156,0.83484,1
0.63364,0.64727,0.61269,0.95471,0.20826,0.74677,0.6192,0.95054,1.7472,0.84005,0.57761,0.92151,2
0.53136,0.72191,0.46631,0.92826,0.85956,0.66947,0.43922,0.88377,1.8669,0.774,0.42683,0.85262,1
0.17463,0.57863,0.55153,0.93557,1.071,0.5624,0.45998,0.86159,2.4285,0.63496,0.44164,0.83037,2
0.50355,0.55939,0.4141,0.88385,3.1302,0.55633,0.40374,0.79629,1.8314,0.52823,0.38142,0.81504,1
0.31798,0.76364,0.50968,0.93591,1.3461,0.62156,0.49476,0.87158,1.7463,0.75534,0.46687,0.85102,1
0.25475,0.56988,0.46833,0.91661,2.608,0.60514,0.38361,0.81356,2.7807,0.55273,0.36659,0.81022,2
1.7121,0.853,0.57463,0.94458,0.61207,0.66426,0.72566,0.92949,1.5422,0.77774,0.49522,0.87727,2
0.2993,0.58833,0.42067,0.91396,1.9949,0.49808,0.34317,0.80334,3.0657,0.63223,0.31913,0.77407,2
0.19289,0.57291,0.49742,0.91986,2.9103,0.56733,0.35607,0.79487,2.7556,0.55074,0.34181,0.79159,2
0.69874,0.49658,0.49535,0.87735,1.7687,0.30551,0.49244,0.84111,2.795,0.52128,0.46128,0.80862,1
0.19721,0.54656,0.44973,0.90893,2.5588,0.50671,0.35358,0.81409,3.338,0.57206,0.34345,0.79146,2
0.72129,0.71534,0.5715,0.92673,3.1299,0.5196,0.32977,0.80011,3.0499,0.54187,0.31524,0.79529,2
0.20708,0.55845,0.53198,0.91797,2.3049,0.41356,0.38102,0.81265,3.4598,0.52953,0.35861,0.77648,2
1.3976,0.81587,0.55426,0.92539,3.5411,0.52923,0.38993,0.79281,2.7483,0.51336,0.37726,0.80183,2
1.0005,0.917,0.56086,0.95513,0.1517,0.67351,0.72064,0.95763,1.1972,0.91943,0.3711,0.92469,2
0.15781,0.51991,0.53886,0.92115,2.9037,0.47766,0.42061,0.82025,4.1394,0.52854,0.40794,0.80354,2
1.6036,0.84151,0.61053,0.94569,1.8787,0.65799,0.38059,0.84262,3.5059,0.63192,0.37111,0.81843,2
0.099295,0.66692,0.6507,0.95486,2.7091,0.63251,0.4734,0.84488,2.4036,0.63189,0.46251,0.84643,2
0.089522,0.91369,0.48132,0.96703,0.47028,0.84082,0.44789,0.92798,0.84206,0.92083,0.42678,0.89882,2
0.33248,0.68027,0.63586,0.94463,0.5265,0.5619,0.63964,0.91738,1.9946,0.69648,0.61066,0.88559,1
0.94445,0.86906,0.43336,0.926,0.77451,0.59421,0.60582,0.90428,2.224,0.76686,0.41083,0.85298,1
0.481,0.60705,0.41221,0.89768,1.9397,0.64906,0.39085,0.84055,2.224,0.60548,0.37318,0.82271,2
1.1851,0.92328,0.27508,0.89308,1.3685,0.39904,0.60164,0.87454,2.0253,0.81065,0.25644,0.82117,1
0.13165,0.70303,0.48842,0.93976,0.93313,0.62097,0.41134,0.86913,3.0947,0.70483,0.38479,0.8334,2
0.27286,0.59771,0.46264,0.90573,3.1798,0.4358,0.31811,0.7778,3.8075,0.53971,0.30388,0.76477,2
0.66679,0.50021,0.3986,0.88081,3.1901,0.57429,0.38633,0.78877,1.7778,0.54156,0.37128,0.81454,1
0.34752,0.97044,0.37106,0.94806,0.28487,0.5821,0.38799,0.91678,1.9059,0.82416,0.24711,0.84215,1
0.84176,0.63228,0.44368,0.87996,2.5744,0.42656,0.44856,0.83216,2.9773,0.5162,0.42315,0.81986,1
0.8118,0.88023,0.35142,0.93313,1.1437,0.64,0.44468,0.88215,1.8064,0.80233,0.30398,0.84767,1
0.41621,0.4648,0.48539,0.89696,1.9147,0.47935,0.41499,0.83029,2.6315,0.54373,0.3962,0.81256,2
1.5271,0.78833,0.6431,0.93802,0.51685,0.60024,0.61378,0.91157,2.2631,0.64462,0.52417,0.86891,2
0.14879,0.85114,0.63179,0.96976,0.92996,0.72046,0.41797,0.89759,1.278,0.8039,0.38866,0.88803,2
1.3366,0.83961,0.68802,0.95762,1.4631,0.72159,0.47116,0.88212,2.1812,0.6926,0.46455,0.87207,2
1.6078,0.84711,0.2748,0.857,3.0907,0.47122,0.44979,0.82364,2.6231,0.65834,0.25589,0.7765,1
0.067371,0.89276,0.60844,0.96995,1.5283,0.68304,0.35401,0.86247,1.2264,0.86705,0.3351,0.85782,2
0.57417,0.68976,0.42061,0.91958,2.549,0.68185,0.34935,0.79863,1.2187,0.71047,0.36432,0.8292,1
0.82296,0.62728,0.4069,0.89196,2.1088,0.57239,0.37735,0.84243,1.5329,0.73509,0.3732,0.84885,1
1.3977,0.76324,0.45408,0.89046,4.1149,0.44096,0.35181,0.76643,2.6773,0.41613,0.34614,0.77967,2
0.45558,0.71059,0.37968,0.91747,2.3007,0.65177,0.34676,0.83233,2.4158,0.74644,0.33888,0.82164,1
1.2047,0.8569,0.29984,0.86056,2.7483,0.46778,0.45791,0.82049,3.0108,0.67091,0.26187,0.77607,1
0.76379,0.74246,0.4049,0.895,3.6127,0.49663,0.31056,0.78854,4.9627,0.55748,0.29011,0.77991,2
0.90456,0.64711,0.49959,0.93426,2.2371,0.6667,0.39777,0.83388,2.0135,0.71821,0.39704,0.8359,2
0.28719,0.65299,0.64124,0.94438,0.61409,0.56224,0.62617,0.91375,1.4538,0.66573,0.64533,0.89896,1
0.22754,0.46069,0.47319,0.89922,3.0741,0.40315,0.39072,0.80143,3.1344,0.50745,0.37137,0.78396,2
0.16449,0.50153,0.54438,0.92033,3.0119,0.44315,0.37631,0.79964,3.8171,0.53523,0.36344,0.78212,2
0.96048,0.86027,0.46586,0.92765,0.35879,0.62842,0.61905,0.9254,2.5623,0.72934,0.43432,0.85305,1
1.1028,0.85993,0.59215,0.94419,0.70181,0.58574,0.49662,0.89217,2.151,0.72523,0.39482,0.85877,2
0.36985,0.71925,0.42891,0.92167,1.657,0.58463,0.41564,0.84239,1.6124,0.77175,0.41043,0.83115,1
0.23707,0.49831,0.42417,0.89534,2.2206,0.4922,0.33734,0.80646,4.274,0.52055,0.31459,0.77192,2
